"Int","DistClassON","DistClassOF","Area_Bot","FireUB","TranDirS","Area_Bot:TranDirS"
-2.66708550253298,0.329214159912778,0.511476987115655,0.0471002370742016,0.0224431733153632,0.0665668914249981,-0.161818300359506
