"Int","DistClassON","DistClassOF","Area_Bot","FireUB","TranDirS","DistClassON:TranDirS","DistClassOF:TranDirS","Area.FireUB"
-4.97855628825069,0.542380162838062,0.401106969187972,0.0437109461870615,0.227917110603808,0.241769396361015,0.00131319275777096,-0.117678852555711,-0.0162119281453583
